Cliente_Id;Sexo;Estrato;Grupo_valor;Rango_ingresos_acum;Nivel_estudio;Estado_civil;Departamento;Edad;Franquicia;canal;origen;Monto_transado;Reclamos;cnt_trx_201706;cnt_trx_201707;cnt_trx_201708;cnt_trx_201709;cnt_trx_201710;cnt_trx_201711;cnt_trx_201712;cnt_trx_201801;cnt_trx_201802;cnt_trx_201803;cnt_trx_201804;cnt_trx_201805;cnt_trx_201806;cnt_trx_201807;cnt_trx_201808;cnt_trx_201809;cnt_trx_201810;cnt_trx_201811;cnt_trx_201812;cnt_trx_201901;cnt_trx_201902;cnt_trx_201903;cnt_trx_201904;cnt_trx_201905;cnt_trx_201906;Total_trx
39010117;M;4;Alto;22500000;Especializacion;CASADO;BOGOTA D.C.;30;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29947676;F;5;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;13064920;3;3;14;17;13;5;11;1;3;7;11;4;13;6;4;11;1;0;7;4;0;0;2;0;0;0;137
22752178;F;4;Alto;22500000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;6220667;8;2;3;3;0;0;0;5;0;0;1;0;0;0;3;2;0;4;0;0;0;0;0;0;0;1;24
43370443;M;4;Alto;22500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;11645575;3;16;4;2;2;3;3;2;2;2;7;12;2;2;2;3;1;5;1;2;3;3;1;5;2;2;89
10047024;F;5;Alto;22500000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;32291897;2;2;3;3;7;3;1;5;3;2;2;2;4;4;2;2;3;4;2;2;2;2;1;4;3;3;71
44516082;F;6;Alto;21000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25000817;M;6;Alto;21000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7481499;3;1;1;5;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
45368975;M;5;Alto;21000000;Maestria;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;10645751;2;1;3;2;4;0;1;3;0;0;1;3;4;0;0;0;0;1;2;1;1;0;0;1;0;0;28
5139603;F;6;Alto;21000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7084794;3;9;5;6;4;8;29;27;19;9;12;13;9;7;15;0;0;2;2;4;0;0;0;0;0;0;180
44228291;M;6;Alto;21000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;14743885;3;14;4;6;0;1;0;4;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;32
33376111;M;6;Alto;21000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;15228959;2;1;1;1;3;0;4;6;3;1;3;1;1;2;6;5;2;3;7;5;8;3;2;5;1;2;76
7782561;M;5;Alto;21000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;10232092;2;6;1;6;5;4;2;3;2;3;1;2;2;0;2;1;6;4;6;3;0;0;8;4;3;0;74
39092276;M;5;Alto;21000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;18969617;3;9;3;5;0;4;7;3;2;0;0;4;2;3;0;9;0;0;0;0;2;0;0;1;5;2;61
28913703;F;5;Alto;21000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;31293597;2;1;9;8;15;8;14;6;8;16;4;11;2;6;13;6;2;0;7;0;0;0;3;6;2;0;147
39398808;F;4;Alto;19500000;Especializacion;SOLTERO;ANTIOQUIA;30;MASTER;P;Nacional;865945;3;19;12;15;4;4;1;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64
40720654;M;6;Alto;19500000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;6885469;2;1;1;1;4;1;3;7;2;4;4;4;4;2;2;2;4;4;3;3;5;5;11;6;7;6;96
38714332;F;5;Alto;19500000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;15565747;2;9;23;26;16;23;29;30;37;29;21;13;19;18;18;17;43;40;31;19;9;22;13;17;10;20;552
43202026;F;6;Alto;18000000;Especializacion;UNION LIBRE;ANTIOQUIA;30;VISA;P;Nacional;402200;3;5;32;21;17;21;14;12;13;29;21;24;25;19;16;14;11;20;27;13;27;27;22;27;27;21;505
36279025;M;5;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;3097342;3;12;8;8;3;4;2;3;3;3;17;8;13;1;0;0;0;0;0;0;0;0;0;1;0;0;86
48242912;F;6;Alto;18000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;3851079;2;5;1;2;1;2;2;3;1;1;1;1;1;1;1;1;3;2;3;19;9;4;3;5;5;5;82
34714332;M;4;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;5680259;3;5;7;2;3;3;6;2;4;2;3;3;1;3;4;4;4;22;8;4;2;2;4;1;3;2;104
43688618;F;5;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;6686893;3;2;2;1;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;5;1;2;0;1;1;3;22
31760499;F;4;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;30;MASTER;P;Nacional;13809673;3;2;1;3;30;33;7;28;5;0;7;12;11;0;0;7;11;16;21;14;1;2;5;5;11;2;234
43967580;F;5;Alto;18000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;6518878;2;26;1;1;2;1;8;9;7;23;31;23;16;29;13;5;5;3;10;3;3;4;6;1;4;0;234
2325761;M;6;Alto;18000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;8652089;2;17;16;7;9;9;6;20;14;20;6;4;4;5;33;53;6;4;6;6;2;3;3;6;7;7;273
39244074;F;4;Alto;18000000;Especializacion;SOLTERO;ANTIOQUIA;30;MASTER;P;Nacional;13760378;3;1;4;4;6;0;1;1;0;0;0;3;5;0;2;0;2;0;1;10;14;6;6;0;0;2;68
37603420;M;6;Alto;18000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;42032451;2;1;9;12;9;4;14;9;7;9;10;6;6;7;6;11;10;6;3;3;3;3;3;3;3;5;162
16476499;M;5;Alto;16500000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;8589767;2;7;11;10;3;13;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
35560842;M;4;Alto;15000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Internacional;361473;3;5;4;2;0;0;2;0;2;0;1;1;1;1;6;2;1;0;0;0;0;0;0;0;0;0;28
20954609;F;4;Alto;15000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;2066882;3;2;9;15;5;6;11;12;19;12;17;4;13;2;4;4;1;5;2;1;1;0;0;0;0;0;145
5832399;F;4;Alto;15000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;6103938;3;18;8;15;13;6;14;3;10;7;11;9;0;5;6;2;8;9;6;4;7;7;2;2;11;0;183
43122130;M;4;Alto;15000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;15373075;2;1;4;4;11;16;3;2;4;2;3;15;6;7;14;3;3;4;5;3;3;14;10;30;0;5;172
2272314;F;5;Alto;15000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;8094513;3;7;7;21;16;22;16;19;29;23;27;37;31;14;51;16;3;0;0;0;0;0;0;0;0;0;339
22516570;M;6;Alto;15000000;Especializacion;CASADO;ANTIOQUIA;30;MASTER;P;Nacional;41616428;3;5;2;5;3;1;2;4;8;4;4;7;5;13;15;6;9;16;11;5;3;3;8;6;9;9;163
48345259;M;4;Alto;13500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;5671497;3;2;11;6;8;5;12;18;10;4;14;2;12;7;9;5;5;12;9;5;12;9;3;5;3;4;192
5978283;F;6;Alto;13500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;8882725;3;1;13;15;21;16;23;20;21;17;25;14;31;20;22;31;25;37;7;26;7;0;1;0;0;0;393
10262139;F;6;Alto;13500000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;MASTER;I;Nacional;12713968;3;8;3;1;0;4;1;37;36;1;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121
25705624;F;5;Alto;13500000;Maestria;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;36441865;2;3;1;3;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
30361857;F;5;Alto;12000000;Especializacion;UNION LIBRE;ANTIOQUIA;30;MASTER;P;Nacional;2826210;3;4;3;3;6;6;4;6;6;6;6;13;21;17;19;15;0;0;0;0;0;0;0;0;0;0;135
29244970;M;4;Alto;12000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;3295828;2;2;3;1;3;0;1;2;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
30213567;M;4;Alto;12000000;Maestria;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;4045723;2;2;3;4;10;4;7;8;2;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;45
34285734;M;6;Alto;12000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;8278898;2;3;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
49353212;M;6;Alto;12000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;2888830;2;29;13;12;18;13;13;14;10;7;9;13;27;6;13;12;13;9;10;9;22;13;25;16;15;26;367
25958953;M;6;Alto;12000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;10959210;2;5;3;1;1;2;1;0;2;0;0;1;0;2;1;1;0;0;5;0;0;0;0;0;0;0;25
34753484;M;6;Alto;12000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;12724346;2;8;3;1;2;45;16;4;2;6;4;8;3;5;4;2;0;72;15;3;0;1;1;1;0;1;207
40962849;F;4;Alto;12000000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;MASTER;P;Nacional;23245272;3;20;42;40;42;9;36;40;47;48;45;23;38;27;35;24;31;59;13;1;0;0;0;0;0;0;620
34710376;M;4;Alto;12000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;24820148;2;6;22;10;21;40;25;2;1;10;23;33;32;18;40;28;14;21;12;1;7;32;35;24;10;6;473
17900244;M;4;Alto;12000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;33063698;2;1;6;2;1;0;0;5;0;0;2;5;3;1;6;0;1;0;0;2;9;0;3;1;2;2;52
25664758;F;6;Alto;11100000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;250722;3;1;1;1;1;2;2;2;1;1;1;1;3;1;2;1;3;1;1;2;2;1;1;2;0;1;35
48376581;M;5;Alto;10800000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;3155893;2;1;3;5;8;4;3;3;12;7;1;1;1;1;1;3;1;1;1;1;2;1;3;3;3;2;72
30466896;M;4;Alto;10500000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;587613;2;1;5;6;8;8;4;11;4;4;4;1;3;2;1;5;1;4;0;0;0;0;0;0;0;2;74
40462349;M;4;Alto;10500000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;1810187;2;1;2;11;2;5;2;4;4;0;2;9;8;2;3;9;8;7;8;11;7;7;3;8;6;5;134
16805625;F;5;Alto;10500000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;4049934;2;5;5;2;4;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
26176983;M;5;Alto;10500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7950020;3;2;5;3;3;13;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48
34365609;F;5;Alto;10500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7911152;3;2;2;2;0;0;2;0;0;1;2;0;0;3;3;0;1;1;3;1;0;0;3;0;0;0;26
25947819;M;5;Alto;9900000;Maestria;UNION LIBRE;BOGOTA D.C.;30;AMEX;I;Nacional;17603106;2;2;4;2;1;2;2;0;0;0;0;1;0;1;0;0;0;0;0;0;2;2;2;1;1;2;25
48771369;M;5;Alto;9600000;Pregrado;CASADO;BOGOTA D.C.;30;VISA;Ninguno;Ninguno;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15630866;F;5;Alto;9450000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;4232066;2;1;7;2;1;4;5;4;2;1;1;5;16;6;0;0;0;0;0;0;0;0;0;0;0;0;55
36687170;M;6;Alto;9000000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;3564660;2;6;4;4;0;3;0;7;3;0;5;1;9;1;1;3;0;1;2;0;0;0;5;5;3;2;65
42847410;M;6;Alto;9000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;3697333;2;3;5;3;7;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
31855342;M;5;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;4139206;3;3;1;2;1;3;2;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41
28627992;M;6;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;30;MASTER;P;Nacional;5143383;3;11;19;3;7;13;13;1;3;6;1;1;1;3;4;5;3;4;5;5;3;4;3;3;3;3;127
39665534;F;5;Alto;9000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;5795279;2;2;7;4;15;9;11;11;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79
39686660;M;6;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;6025639;3;15;18;4;3;7;11;5;2;1;8;8;5;4;4;2;6;2;1;4;5;4;0;8;0;0;127
20581294;M;4;Alto;9000000;Especializacion;CASADO;VALLE DEL CAUCA;30;MASTER;I;Nacional;38136;3;5;2;1;4;1;3;4;2;4;3;4;5;5;6;3;4;7;5;5;3;3;2;1;4;2;88
45527869;M;6;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7279299;3;19;13;8;10;7;24;16;26;11;1;0;1;21;16;3;2;12;11;20;20;9;8;28;36;11;333
48314202;F;4;Alto;9000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;10957521;3;3;8;2;12;7;4;2;5;0;1;6;3;2;6;3;1;2;3;16;8;7;3;0;3;4;111
35831055;M;4;Alto;9000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;12623097;2;5;1;1;3;1;0;1;4;6;3;11;5;10;6;7;6;8;3;4;5;4;18;15;7;10;144
11968556;F;4;Alto;9000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;P;Nacional;5524323;2;2;4;2;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;12
48007895;F;5;Alto;9000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;14736412;2;2;5;4;1;0;5;1;1;2;0;1;2;1;0;0;1;0;0;1;1;0;2;0;1;1;32
16308551;F;4;Alto;8100000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;4698410;3;2;7;5;0;0;4;3;3;5;3;12;4;4;4;3;3;3;3;3;27;6;4;3;22;32;165
44487187;M;4;Alto;7500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;6253144;3;2;5;4;0;0;0;1;7;1;0;0;1;3;7;4;0;0;4;0;0;0;0;0;0;0;39
28279004;F;6;Alto;7500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;6730297;3;1;2;1;2;5;0;3;4;3;3;2;0;4;3;1;1;2;3;2;2;2;2;3;2;10;63
21125697;M;5;Alto;7500000;Especializacion;CASADO;ANTIOQUIA;30;VISA;P;Internacional;435642;3;8;5;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
6100879;M;4;Alto;7500000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;3177120;2;3;2;5;5;5;7;2;7;8;11;8;13;3;15;1;1;1;6;7;5;0;0;4;1;3;123
49083325;F;6;Alto;7500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;10822868;3;7;2;33;14;58;68;26;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213
27626605;M;5;Alto;7500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;13562879;3;8;3;5;6;14;5;3;3;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;54
33840660;F;4;Alto;7500000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;18917212;3;4;8;6;3;3;7;11;6;8;6;9;6;6;8;6;7;5;5;5;5;3;5;3;4;4;143
33149822;M;4;Alto;7500000;Especializacion;SOLTERO;CUNDINAMARCA;30;VISA;P;Internacional;20959521;3;18;23;18;11;13;10;9;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107
7064622;M;6;Alto;6900000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;4922591;3;2;1;2;1;2;5;1;2;1;1;1;2;3;1;2;2;3;7;2;6;2;0;0;0;0;49
25021964;M;6;Alto;6300000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;10248069;2;12;10;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
42010892;M;5;Alto;6000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;3579694;3;3;8;19;5;16;23;22;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119
43687680;M;5;Alto;6000000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;7311651;3;3;1;6;7;8;8;12;14;9;19;12;13;9;8;2;1;15;0;3;0;0;0;0;0;0;150
14519975;M;6;Alto;6000000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;MASTER;I;Nacional;1909953;3;27;8;12;3;7;1;4;3;7;19;11;8;12;18;13;17;29;13;7;10;9;13;13;8;15;287
36741433;M;5;Alto;6000000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;12649742;2;4;1;2;0;2;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;12
28462797;F;5;Alto;5850000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;14757707;2;7;3;1;1;1;3;3;3;1;2;2;2;4;3;6;2;6;9;3;3;3;2;2;14;9;95
44870698;F;4;Alto;5400000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;187691;3;17;12;23;25;22;18;19;12;11;13;21;21;18;15;14;18;10;13;14;15;16;12;10;5;7;381
45323970;M;5;Alto;5400000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;AMEX;I;Nacional;1753604;2;3;4;3;2;4;3;5;2;2;3;2;2;4;5;5;0;0;0;0;0;0;0;0;0;0;49
34354557;F;4;Alto;5400000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;7971341;3;2;6;2;5;7;1;4;7;5;1;0;2;5;16;3;18;2;0;3;0;2;0;1;0;0;92
45313223;F;4;Alto;5400000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;29662919;2;36;21;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
25250190;M;4;Alto;5400000;Pregrado;CASADO;BOGOTA D.C.;30;AMEX;I;Nacional;50183309;2;2;2;1;1;5;3;1;1;4;2;6;5;29;7;4;4;3;4;4;3;10;6;7;1;0;115
33682500;F;6;Alto;4500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;859384;3;1;6;2;2;1;3;2;2;2;2;4;6;4;1;5;5;3;5;2;3;1;0;0;0;0;62
44499585;M;4;Alto;4500000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;3066069;2;10;10;8;6;5;4;9;9;6;15;9;12;10;7;12;6;7;10;5;9;15;4;3;7;19;217
29415936;F;5;Alto;4500000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;4386013;3;7;13;10;9;23;3;19;22;15;1;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;139
1139460;F;5;Alto;4500000;Pregrado;CASADO;BOGOTA D.C.;30;AMEX;I;Nacional;16879782;2;8;9;1;16;4;4;0;10;4;7;3;1;2;5;2;0;0;0;0;0;0;0;0;0;0;76
47824531;M;6;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;243643;3;1;8;4;4;3;7;2;2;2;3;3;2;4;3;2;3;5;6;3;5;7;5;5;6;4;99
46518835;F;6;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;1131543;3;7;16;13;2;0;1;3;1;2;0;4;5;10;2;2;0;0;2;0;0;0;0;0;0;0;70
20530722;F;6;Alto;3600000;Especializacion;SOLTERO;VALLE DEL CAUCA;30;MASTER;P;Nacional;4462657;3;1;2;5;1;3;3;1;1;10;3;3;5;6;6;3;1;1;3;2;3;3;2;1;1;0;70
42908708;F;4;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;4984247;3;9;3;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
22365853;M;6;Alto;3600000;Pregrado;CASADO;BOGOTA D.C.;30;AMEX;I;Nacional;786031;2;3;7;8;4;1;0;0;8;5;8;13;20;23;5;4;1;5;2;0;1;7;6;9;13;10;163
37165259;F;6;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;8949321;3;8;10;11;5;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
34673079;M;6;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;2065052;3;10;23;32;32;24;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139
41223417;M;4;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;13284867;3;1;4;1;1;1;0;0;3;0;0;0;1;0;3;0;3;0;2;2;1;7;1;0;4;6;41
6998308;F;5;Alto;3600000;Maestria;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;10656664;2;5;1;10;0;1;1;9;1;4;2;2;1;2;0;4;3;0;0;0;0;0;0;0;0;0;46
34861806;M;4;Alto;3600000;Pregrado;SOLTERO;BOGOTA D.C.;30;AMEX;I;Nacional;11187080;2;2;3;1;0;0;0;3;9;1;2;0;0;0;2;3;3;0;0;4;1;0;0;0;0;0;34
40362755;M;5;Alto;3600000;Especializacion;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;23339974;3;22;27;19;25;66;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211
48745757;M;4;Medio;3000000;Especializacion;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;3358096;2;4;2;3;17;3;7;4;4;8;4;9;6;2;7;6;3;5;10;9;3;6;5;6;11;10;154
4589837;M;4;Medio;3000000;Pregrado;SOLTERO;BOGOTA D.C.;30;VISA;I;Nacional;2060332;2;1;7;5;5;7;0;2;2;0;0;1;1;0;0;6;3;4;1;0;0;0;0;1;0;1;47
31833808;F;4;Medio;3000000;Tecnologo;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;6925237;3;1;2;2;4;3;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
4129591;F;4;Medio;3000000;tecnico;CASADO;ANTIOQUIA;30;VISA;P;Internacional;19225055;3;2;15;14;15;3;5;7;14;6;6;1;2;2;2;1;3;1;1;3;0;4;0;1;0;0;108
39021047;M;4;Medio;1800000;tecnico;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;283177;3;8;2;2;2;2;2;3;1;3;2;6;5;6;3;8;14;2;11;18;20;13;14;13;0;0;160
36906546;M;4;Medio;1800000;tecnico;SOLTERO;ANTIOQUIA;30;VISA;P;Internacional;33043472;3;4;9;7;6;15;6;5;5;14;8;6;3;7;9;24;5;1;28;8;7;2;6;12;62;6;265
27201515;M;4;Medio;1500000;tecnico;SOLTERO;ANTIOQUIA;30;VISA;P;Nacional;5312285;3;7;15;24;31;6;8;29;15;15;24;23;33;33;11;29;15;39;18;12;3;0;0;0;0;0;390
42837765;M;4;Alto;49500000;Especializacion;SOLTERO;CUNDINAMARCA;29;VISA;P;Internacional;19210430;3;3;1;2;1;3;2;3;6;4;10;9;3;4;4;0;2;0;0;0;0;0;0;0;0;0;57
26610332;F;6;Alto;49500000;Especializacion;SOLTERO;ANTIOQUIA;29;VISA;P;Internacional;20418332;3;7;7;2;2;7;7;7;15;3;3;3;11;12;12;14;16;18;17;4;21;23;19;1;0;0;231
46897269;F;6;Alto;49500000;Maestria;SOLTERO;BOGOTA D.C.;29;AMEX;I;Nacional;39067386;2;15;110;134;103;22;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;386
36999982;M;6;Alto;45000000;Especializacion;SOLTERO;BOGOTA D.C.;29;VISA;P;Nacional;5388412;2;5;1;1;7;0;7;0;6;0;0;4;0;0;0;0;0;0;0;5;0;0;0;1;1;2;40
36803934;F;5;Alto;45000000;Pregrado;SOLTERO;BOGOTA D.C.;29;VISA;I;Nacional;24940334;2;6;8;11;6;26;12;11;7;8;10;7;12;7;7;15;18;16;4;6;18;16;15;8;24;15;293
36538472;M;4;Alto;43500000;Especializacion;SOLTERO;ANTIOQUIA;29;MASTER;P;Nacional;8046169;3;5;7;6;9;6;10;1;4;5;6;2;7;4;3;12;17;7;1;3;1;4;3;19;21;4;167
49229678;F;5;Alto;36000000;Especializacion;SOLTERO;VALLE DEL CAUCA;29;MASTER;P;Nacional;22446276;3;2;4;4;6;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
16249476;F;5;Alto;36000000;Pregrado;SOLTERO;BOGOTA D.C.;29;AMEX;I;Nacional;37329230;2;6;15;1;5;7;6;5;3;3;5;2;13;5;0;0;0;0;0;0;0;0;0;0;0;0;76
27483005;F;5;Alto;35400000;Especializacion;SOLTERO;BOGOTA D.C.;29;VISA;P;Nacional;17930432;2;4;33;12;17;31;19;19;18;12;54;0;1;25;23;23;10;28;30;49;33;24;27;27;27;21;567
30537839;M;6;Alto;34500000;Maestria;SOLTERO;BOGOTA D.C.;29;VISA;P;Nacional;14490394;2;3;14;22;18;21;10;6;6;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112
